league_id,season,stage,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,GBH,GBD,GBA,BSH,BSD,BSA,possesion_home,possesion_away,shoton_home,shoton_away,shotoff_home,shotoff_away,foul_home,foul_away,cross_home,cross_away,corner_home,corner_away,cards_home_yellow,cards_home_red,cards_away_yellow,cards_away_red
1729,2009/2010,8,9825,8655,6,2,1.2,6.5,15.0,1.18,6.05,11.0,1.2,5.5,14.0,1.2,6.5,13.0,,,,1.2,5.0,11.0,1.22,6.0,13.0,1.2,6.0,11.0,1.22,6.0,11.0,1.22,5.5,13.0,63,37,12,4,8,2,11,8,15,3,8,1,1,0,1,0
1729,2009/2010,9,10194,8654,2,1,2.1,3.3,3.6,2.15,3.2,3.3,2.1,3.25,3.4,2.1,3.3,3.5,,,,2.15,3.3,3.4,2.1,3.3,3.5,2.0,3.3,3.4,2.1,3.2,3.4,2.0,3.25,3.6,50,50,3,10,7,2,18,14,26,33,5,6,3,0,3,0
1729,2009/2010,9,10260,8559,2,1,1.2,5.5,13.0,1.2,5.75,13.0,1.2,5.5,14.0,1.2,6.5,13.0,,,,1.2,5.0,11.0,1.2,6.0,15.0,1.18,6.0,11.0,1.2,6.0,13.0,1.22,5.5,15.0,52,48,8,10,7,8,14,9,27,11,12,1,0,0,1,0
1729,2009/2010,9,9879,8667,2,0,1.67,3.6,5.5,1.65,3.65,5.0,1.7,3.5,4.9,1.62,3.75,5.5,,,,1.62,3.75,5.5,1.67,3.6,5.5,1.67,3.4,4.5,1.7,3.5,4.9,1.67,3.5,5.0,63,37,12,4,6,5,14,14,22,12,7,4,1,0,1,0
1729,2009/2010,9,8668,8602,1,1,1.44,4.2,6.5,1.4,4.2,7.65,1.45,4.0,7.0,1.5,4.0,7.0,,,,1.44,4.0,8.0,1.44,4.33,7.0,1.44,3.6,7.0,1.4,4.2,8.0,1.44,4.0,8.0,51,49,4,9,7,2,7,15,29,23,6,5,1,0,3,0
1729,2009/2010,9,8655,8191,3,2,1.73,3.6,5.0,1.75,3.45,4.5,1.75,3.5,4.6,1.8,3.5,4.5,,,,1.75,3.4,5.0,1.8,3.5,4.5,1.75,3.5,4.5,1.75,3.4,4.75,1.75,3.25,4.75,52,48,4,3,4,4,15,14,11,11,3,2,3,0,3,0
1729,2009/2010,9,10252,8455,2,1,4.5,3.6,1.8,4.1,3.55,1.8,4.0,3.4,1.85,4.5,3.5,1.8,,,,4.6,3.4,1.8,4.33,3.5,1.83,4.33,3.4,1.8,4.33,3.4,1.8,4.5,3.4,1.83,43,57,2,13,4,7,20,12,24,17,6,9,2,0,1,0
1729,2009/2010,9,8472,8650,1,0,4.2,3.4,1.91,4.65,3.6,1.7,4.6,3.5,1.75,4.5,3.5,1.8,,,,4.6,3.4,1.8,4.5,3.5,1.8,4.0,3.4,1.8,4.1,3.4,1.85,4.33,3.4,1.8,51,49,6,7,7,12,20,14,16,21,1,7,2,0,1,0
1729,2009/2010,9,8528,8456,1,1,5.0,3.6,1.73,5.0,3.6,1.65,4.6,3.5,1.75,5.0,3.5,1.73,,,,5.0,3.5,1.73,5.5,3.6,1.67,4.5,3.4,1.7,4.75,3.5,1.72,5.0,3.25,1.73,59,41,8,4,7,1,12,11,18,25,6,6,2,0,1,0
1729,2009/2010,9,8462,8586,1,2,4.5,3.5,1.83,4.9,3.65,1.65,4.3,3.4,1.8,4.5,3.5,1.8,,,,4.6,3.4,1.8,5.0,3.5,1.73,4.0,3.4,1.8,4.25,3.5,1.8,4.5,3.25,1.8,55,45,9,3,10,7,14,13,38,16,10,8,3,0,3,1
1729,2009/2010,9,9825,8658,3,1,1.17,7.0,19.0,1.16,6.5,15.0,1.2,5.5,14.0,1.17,7.0,15.0,,,,1.17,7.0,17.0,1.17,6.5,19.0,1.14,6.0,15.0,1.17,7.0,13.0,1.17,7.0,17.0,61,39,12,1,9,1,8,16,15,7,7,3,1,0,2,0
1729,2010/2011,1,10252,8654,3,0,2.0,3.3,4.0,1.85,3.4,4.1,1.8,3.4,4.0,1.83,3.4,4.33,,,,1.91,3.25,4.33,2.0,3.4,3.75,2.0,3.25,4.2,2.0,3.25,3.75,1.8,3.4,4.33,60,40,8,3,11,8,12,14,35,14,16,7,1,0,2,0
1729,2010/2011,1,8655,8668,1,0,2.88,3.25,2.5,2.75,3.25,2.45,2.55,3.2,2.5,2.8,3.3,2.5,,,,2.88,3.2,2.5,2.75,3.3,2.5,3.1,3.3,2.38,2.9,3.2,2.4,2.7,3.25,2.5,42,58,3,8,6,8,17,14,16,27,1,3,2,0,1,0
1729,2010/2011,1,8559,9879,0,0,2.2,3.3,3.4,2.15,3.25,3.25,2.2,3.2,3.0,2.25,3.3,3.2,,,,2.15,3.2,3.5,2.3,3.4,3.0,2.2,3.3,3.4,2.2,3.25,3.2,2.2,3.2,3.25,50,50,9,6,4,8,12,12,28,26,4,8,1,0,3,0
1729,2010/2011,1,8455,8659,6,0,1.17,7.0,17.0,1.15,6.75,16.0,1.15,6.2,14.0,1.14,7.5,19.0,,,,1.17,6.5,19.0,1.18,6.5,15.0,1.17,7.5,19.0,1.16,6.75,16.0,1.17,6.5,15.0,58,42,7,3,5,6,9,9,8,7,3,2,1,0,0,0
1729,2010/2011,1,8650,9825,1,1,2.5,3.25,2.88,2.45,3.25,2.75,2.4,3.2,2.7,2.4,3.3,2.88,,,,2.5,3.2,2.88,2.5,3.25,2.8,2.5,3.2,3.0,2.5,3.25,2.75,2.38,3.25,2.88,48,52,3,8,3,8,14,17,13,26,8,11,1,1,3,0
1729,2010/2011,1,10260,10261,3,0,1.25,5.5,15.0,1.22,5.5,12.5,1.22,5.3,11.0,1.25,5.5,12.0,,,,1.22,6.0,13.0,1.22,6.0,12.0,1.22,6.0,15.0,1.23,5.5,12.0,1.22,5.5,13.0,62,38,7,4,9,3,9,7,34,11,5,3,2,0,2,0
1729,2010/2011,1,8472,8658,2,2,2.1,3.3,3.6,2.15,3.2,3.3,2.1,3.2,3.2,2.1,3.3,3.5,,,,2.15,3.2,3.5,2.2,3.4,3.2,2.2,3.25,3.5,2.15,3.25,3.3,2.1,3.25,3.4,50,50,2,3,5,4,8,8,14,15,3,6,3,0,3,0
1729,2010/2011,1,8586,8456,0,0,2.4,3.3,3.0,2.35,3.3,2.85,2.4,3.2,2.7,2.3,3.3,3.0,,,,2.38,3.25,3.0,2.38,3.4,2.88,2.3,3.4,3.1,2.35,3.3,2.85,2.38,3.3,2.88,56,44,5,6,6,6,13,15,26,12,10,3,0,0,2,0
1729,2010/2011,1,8602,10194,2,1,2.3,3.25,3.2,2.25,3.15,3.1,2.3,3.2,2.8,2.25,3.3,3.2,,,,2.3,3.2,3.2,2.38,3.25,3.0,2.3,3.25,3.3,2.3,3.25,3.0,2.3,3.25,3.0,53,47,8,3,7,3,15,12,35,23,5,5,0,0,2,0
1729,2010/2011,1,8528,8483,0,4,1.83,3.5,4.5,1.78,3.4,4.5,1.9,3.3,3.7,1.8,3.5,4.5,,,,1.75,3.4,5.0,1.83,3.5,4.33,1.83,3.4,4.75,1.8,3.4,4.33,1.8,3.4,4.5,56,44,7,4,4,5,6,11,13,15,6,4,1,0,1,0
1729,2010/2011,10,10260,8586,2,0,1.57,4.0,6.0,1.6,4.0,5.75,1.6,3.6,5.0,1.62,3.75,5.5,,,,1.62,3.75,5.5,1.57,4.2,6.0,1.62,4.2,6.0,1.6,3.75,5.5,1.57,3.75,6.0,48,52,8,6,9,7,11,11,5,19,1,4,0,0,3,0
1729,2010/2011,10,9825,8654,1,0,1.17,7.0,17.0,1.15,7.0,14.0,1.2,5.5,12.0,1.17,7.0,15.0,,,,1.17,7.0,15.0,1.2,6.5,17.0,1.18,7.5,19.0,1.17,7.0,13.0,1.18,6.5,15.0,54,46,18,5,7,2,15,19,43,18,8,4,2,0,2,0
1729,2010/2011,10,10252,8658,0,0,1.8,3.6,4.5,1.85,3.4,4.6,1.8,3.4,4.0,1.83,3.4,4.5,,,,1.83,3.5,4.33,1.83,3.6,4.5,1.83,3.5,5.0,1.8,3.3,4.5,1.75,3.4,4.75,56,44,3,7,4,4,16,10,13,18,2,3,2,0,3,0
1729,2010/2011,10,8668,10194,1,0,1.57,3.75,6.5,1.5,3.8,6.5,1.6,3.6,5.0,1.57,3.75,6.0,,,,1.57,3.5,7.0,1.57,4.0,6.5,1.57,4.0,7.0,1.57,3.5,6.5,1.57,3.75,6.0,67,33,6,0,8,5,14,10,6,3,5,2,1,0,1,0
1729,2010/2011,10,10261,8472,5,1,2.2,3.2,3.5,2.2,3.25,3.5,2.1,3.2,3.2,2.2,3.3,3.3,,,,2.15,3.3,3.4,2.25,3.25,3.4,2.2,3.3,3.6,2.2,3.2,3.2,2.1,3.3,3.4,60,40,11,6,7,7,10,19,26,18,8,6,3,0,6,1
1729,2010/2011,10,8602,8456,2,1,5.5,3.4,1.73,5.4,3.45,1.65,4.4,3.5,1.7,5.5,3.5,1.67,,,,5.0,3.5,1.73,4.75,3.75,1.75,5.5,3.6,1.73,5.0,3.5,1.7,5.0,3.6,1.67,57,43,2,4,5,15,5,14,14,13,5,7,1,0,2,0
1729,2010/2011,10,8655,8455,1,2,7.5,4.33,1.44,7.5,4.25,1.4,6.5,3.8,1.47,7.0,4.0,1.5,,,,7.5,4.2,1.44,7.5,4.5,1.44,9.0,4.4,1.44,7.5,4.0,1.45,7.0,4.2,1.44,41,59,6,5,6,6,12,11,18,20,3,5,2,0,2,0
1729,2010/2011,10,9879,8528,2,0,1.91,3.4,4.2,1.85,3.4,4.0,1.9,3.3,3.7,1.83,3.5,4.33,,,,1.83,3.4,4.5,1.83,3.6,4.5,1.91,3.5,4.5,1.9,3.3,4.0,1.8,3.4,4.5,58,42,6,3,5,5,8,12,20,5,7,1,0,0,0,0
1729,2010/2011,10,8559,8650,0,1,3.4,3.25,2.2,3.25,3.25,2.15,2.8,3.2,2.3,3.3,3.3,2.2,,,,3.2,3.3,2.25,3.2,3.4,2.3,3.4,3.3,2.3,3.1,3.2,2.25,3.0,3.3,2.3,50,50,9,4,6,7,14,12,21,16,1,4,2,0,2,0
1729,2010/2011,10,8483,8659,2,1,2.9,3.25,2.5,2.75,3.2,2.45,2.55,3.2,2.55,2.8,3.3,2.5,,,,2.75,3.3,2.5,2.75,3.3,2.63,3.0,3.3,2.5,2.6,3.25,2.6,2.6,3.25,2.6,57,43,7,5,11,7,10,10,19,8,7,3,2,0,3,2
1729,2010/2011,11,10260,8602,2,1,1.22,6.0,15.0,1.2,6.25,11.5,1.2,5.5,12.0,1.2,6.5,13.0,,,,1.25,5.0,15.0,1.22,6.0,17.0,1.22,6.5,17.0,1.22,5.5,13.0,1.18,6.0,15.0,57,43,8,3,7,3,7,10,28,13,3,2,1,0,0,0
1729,2010/2011,11,9825,10261,0,1,1.29,5.5,11.0,1.22,5.75,11.5,1.25,5.0,10.0,1.22,6.0,12.0,,,,1.3,5.0,11.0,1.3,5.5,11.0,1.29,6.0,12.0,1.25,5.5,11.0,1.29,5.0,10.0,49,51,6,2,4,4,16,10,52,26,12,2,3,1,1,0
1729,2010/2011,11,8650,8455,2,0,3.8,3.4,2.0,3.75,3.3,1.95,3.2,3.2,2.1,3.75,3.4,2.0,,,,3.75,3.1,2.1,3.75,3.3,2.1,3.8,3.4,2.1,3.75,3.2,2.0,3.75,3.25,2.0,34,66,4,6,3,5,15,15,6,24,2,5,0,0,2,0
1729,2010/2011,11,8472,10194,2,0,2.1,3.2,3.75,2.0,3.2,3.75,2.0,3.2,3.4,2.1,3.3,3.5,,,,2.15,3.1,3.6,2.1,3.2,4.0,2.1,3.25,4.0,2.05,3.2,3.6,2.15,3.25,3.3,53,47,2,3,9,11,6,14,9,16,6,8,0,0,5,0
1729,2010/2011,11,8655,8528,2,1,1.8,3.6,4.5,1.75,3.5,4.5,1.85,3.3,3.9,1.83,3.4,4.5,,,,1.83,3.4,4.5,1.83,3.4,5.0,1.8,3.6,5.0,1.8,3.5,4.25,1.83,3.4,4.33,37,63,2,8,5,3,13,15,12,8,3,6,0,0,2,0
1729,2010/2011,11,9879,10252,1,1,2.2,3.25,3.4,2.1,3.2,3.4,2.3,3.1,2.9,2.25,3.25,3.2,,,,2.2,3.1,3.5,2.25,3.3,3.4,2.2,3.3,3.5,2.25,3.25,3.1,2.3,3.25,3.0,52,48,9,8,5,7,14,6,29,27,3,3,1,0,0,0
1729,2010/2011,11,8658,8654,2,2,1.91,3.4,4.2,1.91,3.25,4.0,2.0,3.2,3.4,1.91,3.4,4.0,,,,1.95,3.3,4.0,2.0,3.4,4.0,2.0,3.4,4.2,1.95,3.3,3.8,2.0,3.25,3.75,54,46,5,9,5,10,14,16,21,23,3,4,0,0,1,0
1729,2010/2011,11,8559,8586,4,2,3.0,3.3,2.4,2.9,3.3,2.3,2.8,3.2,2.3,3.0,3.25,2.38,,,,3.0,3.0,2.5,3.0,3.25,2.5,3.1,3.4,2.4,2.9,3.2,2.4,3.0,3.25,2.3,56,44,3,1,10,7,13,10,20,23,7,5,1,0,0,0
1729,2010/2011,11,8659,8456,0,2,3.6,3.3,2.1,3.6,3.3,2.0,3.2,3.2,2.1,3.5,3.3,2.1,,,,3.5,3.2,2.15,3.75,3.3,2.1,3.8,3.4,2.1,3.6,3.2,2.05,3.6,3.25,2.05,45,55,4,5,4,3,11,16,11,5,6,1,3,0,4,1
1729,2010/2011,11,8483,8668,2,2,4.5,3.6,1.8,4.5,3.5,1.75,4.0,3.4,1.8,4.5,3.5,1.8,,,,4.5,3.4,1.83,5.0,3.4,1.83,5.0,3.6,1.83,4.25,3.5,1.8,4.33,3.4,1.83,38,62,3,6,5,6,13,14,8,27,3,7,2,0,1,0
1729,2010/2011,12,8586,8472,1,1,1.53,4.0,6.5,1.48,4.0,6.5,1.55,3.7,5.4,1.53,3.75,6.5,,,,1.57,3.8,6.0,1.57,4.0,6.5,1.57,4.0,7.0,1.55,3.75,6.0,1.57,3.75,6.0,60,40,14,4,13,4,7,14,50,7,17,3,2,0,1,0
1729,2010/2011,12,8654,8659,2,2,2.3,3.25,3.2,2.25,3.25,3.05,2.2,3.2,3.0,2.38,3.25,3.0,,,,2.38,3.3,2.9,2.3,3.4,3.2,2.3,3.4,3.25,2.3,3.25,3.0,2.3,3.25,3.0,52,48,3,8,4,8,14,6,15,17,6,7,3,0,0,0
1729,2010/2011,12,8602,9825,0,2,5.5,3.6,1.67,5.5,3.6,1.6,4.6,3.5,1.65,6.0,3.75,1.57,,,,6.0,3.75,1.57,6.0,3.6,1.67,6.0,3.8,1.67,5.0,3.6,1.67,5.5,3.6,1.62,50,50,9,5,8,6,7,13,41,30,5,1,1,0,2,0
1729,2010/2011,12,10194,8658,3,2,2.1,3.2,3.75,2.05,3.2,3.6,2.1,3.2,3.2,2.1,3.3,3.5,,,,2.05,3.25,3.75,2.0,3.1,4.0,2.1,3.3,3.8,2.1,3.2,3.5,2.1,3.2,3.75,45,55,6,8,8,4,8,10,45,20,10,4,0,0,0,0
1729,2010/2011,12,8528,8650,1,1,4.75,3.6,1.75,4.5,3.7,1.7,4.3,3.4,1.75,4.5,3.75,1.73,,,,4.8,3.6,1.73,5.0,3.5,1.8,5.0,3.75,1.8,4.5,3.5,1.75,4.5,3.4,1.8,55,45,10,1,2,5,9,11,21,10,5,4,0,0,2,0
1729,2010/2011,12,10252,8483,3,2,1.62,3.75,6.0,1.6,3.5,5.75,1.6,3.6,5.0,1.57,3.75,6.0,,,,1.62,3.75,5.5,1.62,3.8,6.0,1.67,3.8,6.0,1.62,3.6,5.5,1.53,3.8,6.0,41,59,6,3,7,9,8,9,21,17,10,8,2,0,3,0
1729,2010/2011,12,8668,8559,1,1,1.62,3.75,6.0,1.6,3.6,5.5,1.65,3.5,4.6,1.67,3.5,5.5,,,,1.62,3.75,5.5,1.67,3.6,6.0,1.62,3.75,6.5,1.6,3.6,5.75,1.67,3.4,5.5,63,37,9,3,15,7,10,10,36,15,15,10,0,1,3,0
1729,2010/2011,12,10261,8655,1,2,1.91,3.4,4.2,1.91,3.3,3.9,1.9,3.3,3.7,2.0,3.4,3.75,,,,1.95,3.3,4.0,1.95,3.4,4.2,1.95,3.5,4.2,1.9,3.3,4.0,1.95,3.25,3.8,55,45,2,1,5,3,15,21,21,12,4,1,3,0,4,0
1729,2010/2011,12,8456,10260,0,0,2.63,3.25,2.75,2.5,3.2,2.7,2.65,3.3,2.4,2.62,3.3,2.62,,,,2.7,3.1,2.7,2.63,3.3,2.75,2.62,3.3,2.88,2.6,3.25,2.6,2.62,3.2,2.62,48,52,3,8,6,4,12,11,21,17,8,5,0,0,2,0
1729,2010/2011,12,8455,9879,1,0,1.2,6.5,15.0,1.18,6.25,13.0,1.2,5.5,12.0,1.2,6.5,13.0,,,,1.22,5.5,15.0,1.2,6.5,17.0,1.22,6.5,17.0,1.2,6.25,12.0,1.2,6.0,13.0,63,37,9,4,10,3,14,14,17,9,4,4,2,1,0,0
1729,2010/2011,13,8586,8655,4,2,1.57,3.8,6.5,1.6,3.45,6.0,1.55,3.7,5.4,1.62,3.75,5.5,,,,1.62,3.6,6.0,1.62,4.0,5.25,1.62,4.0,6.5,1.6,3.75,5.25,1.62,3.5,6.0,58,42,10,13,7,2,12,13,24,21,12,6,2,0,2,0
1729,2010/2011,13,8654,8483,0,0,1.91,3.6,4.0,1.85,3.6,3.8,1.9,3.3,3.7,1.91,3.6,3.8,,,,1.91,3.4,4.0,1.91,3.6,3.75,1.91,3.6,4.33,1.9,3.4,4.0,1.91,3.3,4.0,47,53,7,4,13,10,7,10,14,15,8,7,0,0,1,0
1729,2010/2011,13,10252,10260,2,2,4.5,3.6,1.8,4.25,3.45,1.8,3.7,3.3,1.9,4.5,3.5,1.8,,,,4.5,3.3,1.85,4.33,3.5,1.83,5.0,3.6,1.83,4.25,3.4,1.83,4.5,3.25,1.85,45,55,5,6,9,8,11,9,39,24,9,7,3,0,4,0
1729,2010/2011,13,8668,9825,1,2,3.4,3.3,2.2,3.1,3.25,2.2,3.2,3.2,2.1,3.25,3.25,2.25,,,,3.3,3.2,2.25,3.1,3.4,2.25,3.4,3.4,2.25,3.2,3.2,2.2,3.2,3.2,2.25,47,53,13,5,7,6,16,14,41,19,9,2,2,0,2,0
1729,2010/2011,13,10261,9879,0,0,1.91,3.4,4.2,1.85,3.4,4.0,1.9,3.3,3.7,1.91,3.4,4.0,,,,1.91,3.3,4.2,2.0,3.2,4.0,2.0,3.4,4.33,1.95,3.2,4.0,1.91,3.3,4.0,65,35,8,8,8,2,12,17,22,13,5,5,2,0,2,0
1729,2010/2011,13,8456,8658,0,0,1.4,4.5,8.5,1.38,4.5,7.5,1.4,4.1,7.0,1.4,4.5,8.0,,,,1.44,4.33,7.0,1.4,4.2,9.0,1.4,4.6,9.0,1.4,4.25,8.0,1.4,4.33,8.0,57,43,15,5,12,2,16,10,34,13,6,4,2,0,0,0
1729,2010/2011,13,8602,8559,2,3,2.4,3.1,3.2,2.2,3.2,3.2,2.4,3.2,2.7,2.4,3.3,2.9,,,,2.4,3.2,3.0,2.3,3.25,3.1,2.4,3.3,3.2,2.35,3.2,3.0,2.3,3.25,3.0,58,42,7,8,5,8,13,11,49,29,12,4,1,0,0,0
1729,2010/2011,13,10194,8650,2,0,3.75,3.25,2.1,4.1,3.4,1.85,3.7,3.3,1.9,3.75,3.4,2.0,,,,3.6,3.1,2.15,3.75,3.4,2.0,4.0,3.4,2.05,3.6,3.2,2.05,3.6,3.2,2.05,64,36,5,6,8,4,14,11,28,20,4,3,2,0,3,0
1729,2010/2011,13,8528,8659,1,0,2.5,3.25,2.88,2.25,3.2,3.05,2.3,3.2,2.8,2.4,3.3,2.88,,,,2.6,3.25,2.7,2.38,3.2,3.0,2.5,3.3,3.0,2.5,3.2,2.75,2.38,3.2,2.88,55,45,3,8,8,4,16,13,32,26,5,5,1,0,1,0
1729,2010/2011,13,8455,8472,0,3,1.22,5.75,15.0,1.22,5.5,12.0,1.22,5.3,11.0,1.2,6.5,13.0,,,,1.22,5.5,15.0,1.18,6.5,15.0,1.22,6.5,17.0,1.22,6.0,11.0,1.2,6.0,13.0,47,53,5,3,5,10,6,12,9,7,6,3,1,0,2,0
1729,2010/2011,14,10260,8528,2,0,1.22,6.0,15.0,1.18,6.5,12.0,1.22,5.3,11.0,1.22,6.0,13.0,,,,1.22,5.5,15.0,1.22,6.5,15.0,1.22,6.5,17.0,1.2,5.75,15.0,1.2,6.0,15.0,65,35,7,4,7,6,11,16,48,5,11,1,0,0,2,1
1729,2010/2011,14,9825,8586,2,3,1.62,4.0,5.5,1.6,3.75,5.25,1.7,3.5,4.4,1.67,3.75,5.0,,,,1.62,4.0,5.0,1.67,3.8,5.5,1.67,4.2,5.5,1.65,3.75,5.0,1.62,3.6,5.5,53,47,6,5,6,4,19,17,48,29,2,6,3,0,1,0
1729,2010/2011,14,8650,8654,3,0,1.57,3.8,6.5,1.55,3.75,6.0,1.55,3.7,5.4,1.53,3.75,6.5,,,,1.57,3.6,6.5,1.57,3.75,7.0,1.57,4.0,7.0,1.55,3.6,6.5,1.53,3.6,7.0,62,38,9,3,12,5,7,10,25,16,10,2,0,0,1,0
1729,2010/2011,14,8472,8668,2,2,2.6,3.2,2.8,2.5,3.1,2.8,2.4,3.2,2.7,2.4,3.25,2.88,,,,2.62,3.1,2.8,2.6,3.3,2.8,2.62,3.3,2.88,2.5,3.25,2.7,2.38,3.25,2.88,46,54,4,7,7,5,6,8,16,30,4,4,0,0,2,0
1729,2010/2011,14,8655,10252,2,0,2.3,3.25,3.25,2.25,3.2,3.1,2.4,3.2,2.7,2.38,3.25,3.0,,,,2.3,3.1,3.2,2.38,3.25,3.2,2.38,3.3,3.3,2.3,3.25,3.0,2.3,3.25,3.0,49,51,6,12,7,5,13,11,30,47,5,8,0,0,1,0
1729,2010/2011,14,9879,8456,1,4,3.2,3.1,2.4,3.05,3.25,2.25,2.9,3.1,2.3,2.88,3.25,2.4,,,,3.0,3.25,2.38,3.2,3.25,2.38,3.25,3.25,2.4,3.0,3.25,2.3,2.88,3.25,2.38,41,59,7,3,7,4,14,15,43,32,7,7,2,0,1,0
1729,2010/2011,14,8658,8455,1,0,5.0,3.6,1.73,5.0,3.6,1.67,4.4,3.5,1.7,5.5,3.75,1.62,,,,4.4,3.6,1.8,5.0,3.5,1.8,5.25,3.6,1.75,4.75,3.4,1.75,5.5,3.5,1.67,41,59,0,10,3,17,10,2,4,28,4,16,2,0,0,0
1729,2010/2011,14,8559,10261,5,1,2.1,3.3,3.6,2.05,3.4,3.4,2.1,3.2,3.2,2.1,3.3,3.5,,,,2.1,3.5,3.25,2.1,3.3,3.75,2.15,3.4,3.75,2.1,3.25,3.4,2.1,3.25,3.4,51,49,8,1,9,5,14,12,23,25,2,3,1,0,2,1
1729,2010/2011,14,8659,10194,0,3,2.2,3.2,3.5,2.1,3.1,3.5,2.2,3.2,3.0,2.2,3.3,3.3,,,,2.05,3.3,3.6,2.2,3.25,3.6,2.25,3.3,3.6,2.15,3.2,3.3,2.2,3.2,3.25,50,50,10,4,6,2,10,11,20,14,8,3,0,0,0,0
1729,2010/2011,14,8483,8602,2,1,2.5,3.3,2.88,2.45,3.2,2.75,2.3,3.2,2.8,2.3,3.4,3.0,,,,2.4,3.4,2.8,2.5,3.4,2.88,2.5,3.4,2.88,2.5,3.25,2.75,2.5,3.25,2.7,44,56,3,3,4,10,8,10,7,21,3,7,0,0,2,0
1729,2010/2011,15,10260,8655,7,1,1.25,5.5,13.0,1.22,5.5,12.5,1.2,5.5,12.0,1.29,5.5,10.0,,,,1.3,5.0,11.0,1.25,5.5,12.0,1.29,6.0,13.0,1.3,5.0,9.0,1.25,5.5,11.0,64,36,5,1,4,2,6,6,25,14,5,2,0,0,2,0
1729,2010/2011,15,8586,8650,2,1,2.0,3.4,3.8,2.15,3.4,3.5,2.1,3.2,3.2,2.1,3.3,3.5,,,,2.0,3.2,4.0,2.1,3.4,3.4,2.1,3.4,3.8,2.0,3.3,3.6,2.1,3.2,3.5,55,45,8,4,10,13,6,16,10,18,5,8,0,0,5,0
1729,2010/2011,15,8654,8528,3,1,2.0,3.5,3.75,1.91,3.4,3.8,2.0,3.2,3.4,2.0,3.4,3.75,,,,2.1,3.3,3.5,2.1,3.4,3.2,2.05,3.4,4.0,2.0,3.2,3.75,2.0,3.25,3.75,50,50,6,6,5,0,6,6,15,10,7,3,0,0,0,0
1729,2010/2011,15,10252,9825,2,4,3.4,3.3,2.2,3.5,3.5,2.1,3.3,3.3,2.0,3.3,3.3,2.2,,,,3.5,3.3,2.1,3.5,3.3,2.1,3.6,3.4,2.2,3.2,3.2,2.2,3.1,3.2,2.25,40,60,3,7,2,7,10,7,17,22,3,8,1,0,1,0
1729,2010/2011,15,8668,8659,1,4,1.57,3.8,6.5,1.55,3.5,6.5,1.6,3.6,5.0,1.57,3.75,6.0,,,,1.62,3.6,6.0,1.57,3.8,6.0,1.57,4.0,6.5,1.57,3.75,5.75,1.57,4.0,5.5,41,59,2,2,4,1,5,10,5,6,2,2,1,1,3,0
1729,2010/2011,15,10261,8455,1,1,5.0,3.6,1.73,5.0,3.6,1.65,4.6,3.5,1.65,5.5,3.75,1.62,,,,5.0,3.3,1.8,5.0,3.75,1.67,5.25,3.75,1.73,4.5,3.6,1.73,4.75,3.4,1.75,43,57,2,14,2,7,10,12,19,23,6,7,2,0,1,0
1729,2010/2011,15,8602,8472,3,2,2.6,3.2,2.8,2.55,3.2,2.65,2.4,3.2,2.7,2.62,3.3,2.62,,,,2.5,3.1,2.9,2.63,3.25,2.5,2.62,3.3,2.88,2.55,3.1,2.75,2.38,3.25,2.88,56,44,6,6,7,8,12,12,49,19,11,5,2,0,3,0
1729,2010/2011,15,9879,8658,1,1,2.0,3.3,4.0,1.95,3.25,3.85,2.0,3.2,3.4,2.1,3.3,3.5,,,,2.1,3.1,3.8,2.1,3.25,3.6,2.0,3.3,4.0,2.0,3.25,3.75,2.05,3.25,3.6,50,50,5,3,10,4,11,9,27,16,8,4,1,0,0,0
1729,2010/2011,15,8559,8483,2,2,1.57,4.2,5.5,1.55,4.1,5.25,1.65,3.5,4.6,1.62,3.75,5.5,,,,1.62,3.6,6.0,1.62,3.75,5.5,1.57,4.2,6.0,1.57,3.75,5.75,1.57,4.0,5.5,43,57,10,6,11,6,8,12,19,19,4,4,2,0,2,0
1729,2010/2011,15,10194,8456,1,1,3.4,3.25,2.2,3.5,3.4,2.15,2.8,3.2,2.3,3.3,3.3,2.2,,,,3.75,3.1,2.1,3.25,3.25,2.25,3.5,3.3,2.2,3.5,3.2,2.1,3.1,3.25,2.25,49,51,9,6,8,5,9,10,48,38,6,3,2,0,2,0
1729,2010/2011,16,9825,9879,2,1,1.29,5.25,12.0,1.25,5.25,11.0,1.25,5.0,10.0,1.29,5.0,11.0,,,,1.3,5.0,11.0,1.29,5.5,12.0,1.29,5.5,13.0,1.3,5.0,9.0,1.29,5.0,10.0,51,49,8,5,6,5,6,8,24,18,3,7,0,0,0,0
1729,2010/2011,16,8650,10252,3,0,1.62,3.75,6.0,1.6,3.5,5.85,1.55,3.7,5.4,1.62,3.75,5.5,,,,1.62,3.6,6.0,1.62,3.75,6.5,1.62,3.6,5.5,1.55,3.75,6.0,1.53,3.75,6.5,50,50,5,4,6,3,14,13,13,17,4,3,0,0,1,0
